player_name,primary_position,primary_competition,sub_group,fm_role,total_events,role_fit_score,role_fit_rank,pass_completion_rate_adj,pressure_pass_rate_adj,broad_position,avg_carry_dist_adj,avg_pass_length_adj,progressive_pass_rate_adj,duel_win_rate_adj,duel_per_100_adj,under_pressure_rate_adj,switch_rate_adj,cross_rate_adj,final_third_rate_adj,dribble_success_rate_adj,carry_per_100_adj,shot_assist_rate_adj,shot_per_100_adj,avg_xg_per_shot_adj,dribble_per_100_adj,shot_on_target_rate_adj
Johann Carrasso,Goalkeeper,Ligue 1,,,386,59.5,55,,,Goalkeeper,5.605959397290457,50.6006377447395,0.9427792579479968,,,,,,,,,,,,,
Chiamaka Cynthia Nnadozie,Goalkeeper,Women's World Cup,,,279,58.9,56,,,Goalkeeper,6.5876863744638365,47.81095429055259,0.9038738286744896,,,,,,,,,,,,,
Pedro David Gallese Quiróz,Goalkeeper,Copa America,,,214,58.8,57,,,Goalkeeper,6.807028000275366,51.10130534273444,0.8568926632192362,,,,,,,,,,,,,
Pierluigi Gollini,Goalkeeper,Serie A,,,1185,58.7,58,,,Goalkeeper,5.275243678567236,52.85234217457637,0.9334756573075444,,,,,,,,,,,,,
Felix Wiedwald,Goalkeeper,1. Bundesliga,,,1530,58.7,58,,,Goalkeeper,6.32133221928882,48.70888566288063,0.909823949263396,,,,,,,,,,,,,
Fernando Pacheco Flores,Goalkeeper,La Liga,,,299,58.5,60,,,Goalkeeper,6.815175952086316,51.728534444386455,0.8471896270170228,,,,,,,,,,,,,
Benoît Guy Robert Costil,Goalkeeper,Ligue 1,,,1313,58.5,60,,,Goalkeeper,5.794865721649643,49.565742947959095,0.9322614776109576,,,,,,,,,,,,,
Roberto Jiménez Gago,Goalkeeper,La Liga,,,274,58.4,62,,,Goalkeeper,4.805176906727256,55.389460428052175,0.934812292417466,,,,,,,,,,,,,
Miguel Ángel Moyà Rumbo,Goalkeeper,La Liga,,,353,57.8,63,,,Goalkeeper,5.748641063194484,51.895602724025736,0.9052850488277224,,,,,,,,,,,,,
Marwin Hitz,Goalkeeper,1. Bundesliga,,,1820,57.7,64,,,Goalkeeper,6.944131077532931,48.50312840188022,0.8637740279128776,,,,,,,,,,,,,
Ludovic Butelle,Goalkeeper,Ligue 1,,,785,57.4,65,,,Goalkeeper,6.232290620344744,50.801033588285904,0.8822955995399842,,,,,,,,,,,,,
Sophie Baggaley,Goalkeeper,FA Women's Super League,,,3675,57.3,66,,,Goalkeeper,7.967791830956741,46.03190046069663,0.8204675934565806,,,,,,,,,,,,,
Jean-Louis Leca,Goalkeeper,Ligue 1,,,1679,57.1,67,,,Goalkeeper,5.416644930534818,52.26820705954418,0.9160584084610208,,,,,,,,,,,,,
Danijel Subašić,Goalkeeper,Ligue 1,,,1646,56.8,68,,,Goalkeeper,6.022567476960737,50.16398291834943,0.8959568615908167,,,,,,,,,,,,,
David Ospina Ramírez,Goalkeeper,Premier League,,,322,56.6,69,,,Goalkeeper,6.432533083749502,48.479720558464535,0.8853869381066983,,,,,,,,,,,,,
Rémy Riou,Goalkeeper,Ligue 1,,,1525,56.6,69,,,Goalkeeper,5.868258972959269,48.25868502689325,0.9229671907571162,,,,,,,,,,,,,
Rafael de Andrade Bittencourt Pinheiro,Goalkeeper,Serie A,,,399,56.6,69,,,Goalkeeper,6.067834529900364,48.60254690780775,0.9071585712881174,,,,,,,,,,,,,
Timo Horn,Goalkeeper,1. Bundesliga,,,1405,56.5,72,,,Goalkeeper,5.921957642811328,50.82573737224074,0.8930572117219062,,,,,,,,,,,,,
Arindam Bhattacharja,Goalkeeper,Indian Super league,,,377,56.5,72,,,Goalkeeper,5.212092710867964,54.94076832362212,0.8964202893556981,,,,,,,,,,,,,
Jens Lehmann,Goalkeeper,Premier League,,,1879,56.3,74,,,Goalkeeper,5.422700997278253,48.8022372833032,0.9418639125105486,,,,,,,,,,,,,
Alyssa Michele Naeher,Goalkeeper,Women's World Cup,,,661,55.7,75,,,Goalkeeper,6.6530345413191965,46.53043293993039,0.8824922679201066,,,,,,,,,,,,,
Mirshad Koottappunna,Goalkeeper,Indian Super league,,,439,55.5,76,,,Goalkeeper,5.861238764033399,52.29985595475524,0.8726341269556743,,,,,,,,,,,,,
Gorka Iraizoz Moreno,Goalkeeper,La Liga,,,2902,55.0,77,,,Goalkeeper,5.712313942783693,48.79495346347295,0.9118491806815084,,,,,,,,,,,,,
Wayne Hennessey,Goalkeeper,Premier League,,,1286,54.9,78,,,Goalkeeper,4.860709831239971,55.78801438643437,0.8953898028889749,,,,,,,,,,,,,
Adrián San Miguel del Castillo,Goalkeeper,Premier League,,,1481,54.8,79,,,Goalkeeper,5.398598640322732,50.17691453131965,0.9163489196735186,,,,,,,,,,,,,
Iker Casillas Fernández,Goalkeeper,La Liga,,,596,54.8,79,,,Goalkeeper,4.896733184816631,50.78347053692652,0.9415771587568004,,,,,,,,,,,,,
Alexandre Letellier,Goalkeeper,Ligue 1,,,663,54.7,81,,,Goalkeeper,6.102646400067422,50.20436811051094,0.8716186718651484,,,,,,,,,,,,,
Andrés Eduardo Fernández Moreno,Goalkeeper,La Liga,,,1914,54.5,82,,,Goalkeeper,5.567605401218782,51.25144139008103,0.8918897096876186,,,,,,,,,,,,,
Kaylin Swart,Goalkeeper,Women's World Cup,,,295,54.4,83,,,Goalkeeper,6.088795888716092,47.36843297707122,0.8972484191368122,,,,,,,,,,,,,
Kossi Agassa,Goalkeeper,Ligue 1,,,464,54.4,83,,,Goalkeeper,5.72486458884747,47.71985291846447,0.9162241709685556,,,,,,,,,,,,,
Vicente Guaita Panadero,Goalkeeper,La Liga,,,1967,54.4,83,,,Goalkeeper,5.852382800355873,52.0575262414887,0.8655000054751212,,,,,,,,,,,,,
Idriss Carlos Kameni,Goalkeeper,La Liga,,,1660,54.2,86,,,Goalkeeper,6.178180176715297,47.60952252978811,0.8871957031901385,,,,,,,,,,,,,
Alphonse Areola,Goalkeeper,La Liga,,,1192,53.8,87,,,Goalkeeper,5.8021956664529535,50.40895244166784,0.8797242909880012,,,,,,,,,,,,,
John Ruddy,Goalkeeper,Premier League,,,1272,53.8,87,,,Goalkeeper,4.758822441726171,51.63971822180116,0.9318007107980952,,,,,,,,,,,,,
Antonio Rodríguez Martínez,Goalkeeper,La Liga,,,1004,53.4,89,,,Goalkeeper,6.184698145390715,48.02605801121618,0.8751122440381722,,,,,,,,,,,,,
César Sánchez Domínguez,Goalkeeper,La Liga,,,443,53.3,90,,,Goalkeeper,5.604691190790752,49.82028926156149,0.8931833331414478,,,,,,,,,,,,,
Aubrey Renee Kingsbury,Goalkeeper,NWSL,,,346,52.6,91,,,Goalkeeper,7.632378093949617,41.22193892144644,0.8452429871380274,,,,,,,,,,,,,
Shay Given,Goalkeeper,Premier League,,,202,52.2,92,,,Goalkeeper,4.087337994634984,54.31681374953597,0.9327083666781268,,,,,,,,,,,,,
Emiliano Viviano,Goalkeeper,Serie A,,,1864,52.1,93,,,Goalkeeper,5.500497072506075,50.30383260231618,0.8839254212627936,,,,,,,,,,,,,
Jan Oblak,Goalkeeper,La Liga,,,1612,51.9,94,,,Goalkeeper,5.362640217889336,51.27674926542939,0.8809406251129628,,,,,,,,,,,,,
René Adler,Goalkeeper,1. Bundesliga,,,1234,51.9,94,,,Goalkeeper,5.348063092538541,49.53792744729356,0.8990320669396463,,,,,,,,,,,,,
Thomas Kraft,Goalkeeper,1. Bundesliga,,,374,51.8,96,,,Goalkeeper,6.140132451517803,45.719650379765525,0.8863163008512791,,,,,,,,,,,,,
Alban Lafont,Goalkeeper,Ligue 1,,,1139,51.7,97,,,Goalkeeper,5.094394886936267,49.59204448735804,0.9125450611336668,,,,,,,,,,,,,
Paul Bernardoni,Goalkeeper,Ligue 1,,,1024,51.6,98,,,Goalkeeper,4.809533676017301,50.72020557419128,0.9174768728746274,,,,,,,,,,,,,
Denis Petrić,Goalkeeper,Ligue 1,,,449,51.3,99,,,Goalkeeper,6.018224241389548,47.32182120584085,0.8732021929465774,,,,,,,,,,,,,
Marco Sportiello,Goalkeeper,Serie A,,,1469,50.9,100,,,Goalkeeper,4.968035600426953,49.959317993670666,0.9088414874783016,,,,,,,,,,,,,
Diego Alves Carreira,Goalkeeper,La Liga,,,1166,50.7,101,,,Goalkeeper,5.199318640592706,50.51915318149298,0.8870309320612553,,,,,,,,,,,,,
Petr Čech,Goalkeeper,Premier League,,,1580,50.4,102,,,Goalkeeper,5.147132029941098,50.13082176736046,0.8918752509821226,,,,,,,,,,,,,
Andrés Palop Cervera,Goalkeeper,La Liga,,,556,49.4,103,,,Goalkeeper,5.010288437255991,48.54738267254449,0.9058892154943888,,,,,,,,,,,,,
Joe Hart,Goalkeeper,Premier League,,,1199,49.3,104,,,Goalkeeper,5.568944733021215,47.256904008969926,0.8837865337940298,,,,,,,,,,,,,
Antonio Mirante,Goalkeeper,Serie A,,,1592,48.6,105,,,Goalkeeper,5.016290113953748,47.1203446596906,0.9130853620502608,,,,,,,,,,,,,
Mattia Perin,Goalkeeper,Serie A,,,1080,48.5,106,,,Goalkeeper,6.16863616320174,48.025166369723934,0.8315599414669652,,,,,,,,,,,,,
Przemysław Tytoń,Goalkeeper,1. Bundesliga,,,1379,48.4,107,,,Goalkeeper,5.691736762355816,46.82690946826739,0.8719824691446587,,,,,,,,,,,,,
Frances Kitching,Goalkeeper,FA Women's Super League,,,361,48.2,108,,,Goalkeeper,6.35201140570338,43.66115130364351,0.8604277011271396,,,,,,,,,,,,,
Megan Walsh,Goalkeeper,FA Women's Super League,,,2947,48.1,109,,,Goalkeeper,7.654434401780206,43.19059166257848,0.7823427036873035,,,,,,,,,,,,,
Cédric Carrasso,Goalkeeper,Ligue 1,,,842,47.8,110,,,Goalkeeper,5.115494059525006,47.18291443321274,0.8987973207103799,,,,,,,,,,,,,
Pau López Sabata,Goalkeeper,La Liga,,,1707,47.6,111,,,Goalkeeper,5.900337519784192,46.97231121801873,0.8499182010016355,,,,,,,,,,,,,
Oier Olazábal Paredes,Goalkeeper,La Liga,,,239,47.0,112,,,Goalkeeper,5.4506572688355055,47.38772920884389,0.8684155312838626,,,,,,,,,,,,,
Danny Ward,Goalkeeper,UEFA Euro,,,316,46.9,113,,,Goalkeeper,4.930454289524197,49.00905014798343,0.8839577028366352,,,,,,,,,,,,,
Vincent Enyeama,Goalkeeper,Ligue 1,,,1551,46.8,114,,,Goalkeeper,5.2307485915836125,46.63382649903871,0.8875939803182551,,,,,,,,,,,,,
Tomáš Vaclík,Goalkeeper,UEFA Euro,,,388,46.7,115,,,Goalkeeper,5.154983455616941,45.284022390869765,0.9044705233494555,,,,,,,,,,,,,
Maxime Dupé,Goalkeeper,Ligue 1,,,413,44.6,116,,,Goalkeeper,6.394450513026989,43.27051678374056,0.8280354825238945,,,,,,,,,,,,,
Mouez Hassen,Goalkeeper,Ligue 1,,,474,44.5,117,,,Goalkeeper,5.452979718943517,45.96325254980846,0.8593110548449131,,,,,,,,,,,,,
Ron-Robert Zieler,Goalkeeper,1. Bundesliga,,,1837,44.4,118,,,Goalkeeper,6.235854776050639,43.657023880747815,0.8317610675545712,,,,,,,,,,,,,
Sankar Roy,Goalkeeper,Indian Super league,,,225,44.2,119,,,Goalkeeper,5.177881631738965,48.61897763193778,0.8466796010011484,,,,,,,,,,,,,
Sergio Asenjo Andrés,Goalkeeper,La Liga,,,740,44.0,120,,,Goalkeeper,5.472016960545815,46.963445861587175,0.8432824739213554,,,,,,,,,,,,,
Simon Mignolet,Goalkeeper,Premier League,,,1377,43.5,121,,,Goalkeeper,5.735606158460223,42.42442579461091,0.8674437597646978,,,,,,,,,,,,,
Timothy Michael Krul,Goalkeeper,Premier League,,,397,43.5,121,,,Goalkeeper,4.37624574633564,48.621038524624936,0.8902325151275423,,,,,,,,,,,,,
Matthieu Dreyer,Goalkeeper,Ligue 1,,,607,43.3,123,,,Goalkeeper,5.505224030437423,42.59225719186816,0.8778042575486422,,,,,,,,,,,,,
Francisco Guillermo Ochoa Magaña,Goalkeeper,La Liga,,,761,42.7,124,,,Goalkeeper,5.589993431778679,45.91771669025505,0.8338329135110237,,,,,,,,,,,,,
Stéphane Ruffier,Goalkeeper,Ligue 1,,,1688,42.6,125,,,Goalkeeper,5.112365483094745,44.91967646675229,0.8727367760105724,,,,,,,,,,,,,
Diego López Rodríguez,Goalkeeper,La Liga,,,935,42.6,125,,,Goalkeeper,5.292820806138012,45.862496758099184,0.8526234430155019,,,,,,,,,,,,,
Sandra Paños García-Villamil,Goalkeeper,UEFA Women's Euro,,,288,42.6,125,,,Goalkeeper,7.35495177032073,37.377102320506026,0.8080953846462302,,,,,,,,,,,,,
Rubén Iván Martínez Andrade,Goalkeeper,La Liga,,,930,42.2,128,,,Goalkeeper,4.815035836947886,47.91674032584943,0.8577892654694016,,,,,,,,,,,,,
Loris Karius,Goalkeeper,1. Bundesliga,,,1945,42.0,129,,,Goalkeeper,5.2395208178607495,46.19029344955428,0.8467259811290753,,,,,,,,,,,,,
David de Gea Quintana,Goalkeeper,Premier League,,,1584,41.9,130,,,Goalkeeper,4.4464727049683415,47.88484514854139,0.8785492346708936,,,,,,,,,,,,,
Bernd Leno,Goalkeeper,1. Bundesliga,,,1668,41.7,131,,,Goalkeeper,5.316543548984642,45.41590035644279,0.8471318011404636,,,,,,,,,,,,,
Laxmikant Kattimani,Goalkeeper,Indian Super league,,,783,41.0,132,,,Goalkeeper,4.504269159564355,48.07582163658708,0.8643758686974161,,,,,,,,,,,,,
Angelo Esmael da Costa Júnior,Goalkeeper,Serie A,,,218,40.7,133,,,Goalkeeper,4.96237793167681,45.224661489637626,0.8617439863019476,,,,,,,,,,,,,
Subhasish Roy Chowdhury,Goalkeeper,Indian Super league,,,371,40.6,134,,,Goalkeeper,5.776627400674228,46.4793757399957,0.7978167722875733,,,,,,,,,,,,,
Łukasz Fabiański,Goalkeeper,Premier League,,,1805,40.0,135,,,Goalkeeper,5.141159407521255,44.70882634468552,0.8490555199290797,,,,,,,,,,,,,
Zecira Musovic,Goalkeeper,Women's World Cup,,,299,39.9,136,,,Goalkeeper,4.935089951866528,44.93765491220344,0.8587218402087922,,,,,,,,,,,,,
Maarten Stekelenburg,Goalkeeper,Premier League,,,904,39.4,137,,,Goalkeeper,4.454908809801521,47.59201596943728,0.8571914493848939,,,,,,,,,,,,,
Asmir Begović,Goalkeeper,Premier League,,,584,39.0,138,,,Goalkeeper,4.2827671367377205,48.26482943807255,0.8579696907199388,,,,,,,,,,,,,
Jordi Masip López,Goalkeeper,La Liga,,,306,39.0,138,,,Goalkeeper,4.604872523809001,45.58026121801721,0.8639498215549951,,,,,,,,,,,,,
Sergio Álvarez Conde,Goalkeeper,La Liga,,,1682,38.6,140,,,Goalkeeper,4.225343912558788,46.5826834717094,0.8745558821610557,,,,,,,,,,,,,
Ralf Fährmann,Goalkeeper,1. Bundesliga,,,2012,38.4,141,,,Goalkeeper,4.687867167540475,43.351856692901706,0.8754431372162408,,,,,,,,,,,,,
Raúl Lizoáin Cruz,Goalkeeper,La Liga,,,423,38.3,142,,,Goalkeeper,5.684863754317616,42.76551327167668,0.818341192895519,,,,,,,,,,,,,
Diego Mariño Villar,Goalkeeper,La Liga,,,1313,38.0,143,,,Goalkeeper,5.065629920196527,44.983016970238864,0.8327955825355876,,,,,,,,,,,,,
Anke Preuß,Goalkeeper,FA Women's Super League,,,1005,38.0,143,,,Goalkeeper,6.368669926968961,41.41782143351364,0.7861131268125653,,,,,,,,,,,,,
Joel Robles Blázquez,Goalkeeper,Premier League,,,786,37.1,145,,,Goalkeeper,3.828519773734393,49.26708698927477,0.8589343794713039,,,,,,,,,,,,,
Gerónimo Rulli,Goalkeeper,La Liga,,,2314,37.1,145,,,Goalkeeper,4.228425903320866,46.7266579667584,0.8586844441226197,,,,,,,,,,,,,
Yoel Rodríguez Oterino,Goalkeeper,La Liga,,,706,36.7,147,,,Goalkeeper,4.5442982200725295,46.95699311746718,0.8336595236176384,,,,,,,,,,,,,
Lisa Weiß,Goalkeeper,FA Women's Super League,,,1039,36.3,148,,,Goalkeeper,6.78482681262979,40.427558317734096,0.7543371986277974,,,,,,,,,,,,,
Vishal Kaith,Goalkeeper,Indian Super league,,,315,36.2,149,,,Goalkeeper,6.019628559559204,44.89435030967588,0.7575639547426449,,,,,,,,,,,,,
Artur Boruc,Goalkeeper,Premier League,,,1254,36.0,150,,,Goalkeeper,4.390994512330189,44.409409650740784,0.8611780897261633,,,,,,,,,,,,,
Abdoulaye Diallo,Goalkeeper,Ligue 1,,,236,34.7,151,,,Goalkeeper,4.399182739832236,41.76433078288227,0.8753323704613705,,,,,,,,,,,,,
Eugenio Lamanna,Goalkeeper,Serie A,,,477,34.6,152,,,Goalkeeper,5.005810799258822,42.77682728859972,0.8262964014640612,,,,,,,,,,,,,
Kamaljit Singh,Goalkeeper,Indian Super league,,,401,34.0,153,,,Goalkeeper,4.987031403619166,49.792160967942856,0.7526124659504068,,,,,,,,,,,,,
Jaume Doménech Sánchez,Goalkeeper,La Liga,,,795,33.2,154,,,Goalkeeper,4.273237737430577,47.4242731179628,0.8134056474192717,,,,,,,,,,,,,
Wilfredo Daniel Caballero,Goalkeeper,La Liga,,,359,31.8,155,,,Goalkeeper,3.911141230119442,46.55562707072392,0.8307287216672286,,,,,,,,,,,,,
Thibaut Courtois,Goalkeeper,Premier League,,,2029,30.8,156,,,Goalkeeper,5.052237468435042,43.4746493121508,0.7814463777836292,,,,,,,,,,,,,
Gurpreet Singh Sandhu,Goalkeeper,Indian Super league,,,685,28.5,157,,,Goalkeeper,5.075746918871031,47.0667124277213,0.7230493957809849,,,,,,,,,,,,,
Etrit Berisha,Goalkeeper,Serie A,,,338,27.5,158,,,Goalkeeper,4.510490398743011,40.4627798481378,0.8144797387760689,,,,,,,,,,,,,
Yoan Cardinale,Goalkeeper,Ligue 1,,,1038,27.4,159,,,Goalkeeper,4.011604434086569,40.37359139403809,0.8448953601146051,,,,,,,,,,,,,
Tim Howard,Goalkeeper,Premier League,,,1173,27.1,160,,,Goalkeeper,4.446594329859353,40.85996374199105,0.810167733658452,,,,,,,,,,,,,
Federico Marchetti,Goalkeeper,Serie A,,,1172,21.5,161,,,Goalkeeper,4.613801932278259,41.261936736235626,0.7444377280560921,,,,,,,,,,,,,
Debjit Majumder,Goalkeeper,Indian Super league,,,373,18.5,162,,,Goalkeeper,4.321239959446028,42.62787311873991,0.7208996338418707,,,,,,,,,,,,,
Lene Christensen,Goalkeeper,Women's World Cup,,,283,16.8,163,,,Goalkeeper,5.9559297742421045,35.43947479299162,0.6749194698239704,,,,,,,,,,,,,
Alberto Pelagotti,Goalkeeper,Serie A,,,240,15.2,164,,,Goalkeeper,4.189790209816332,37.42749298864018,0.7497264847260643,,,,,,,,,,,,,
Łukasz Skorupski,Goalkeeper,Serie A,,,1253,13.2,165,,,Goalkeeper,3.743940574172281,36.993928817202814,0.7634933536690947,,,,,,,,,,,,,
Ingrid Hjelmseth,Goalkeeper,Women's World Cup,,,257,11.6,166,,,Goalkeeper,5.178499816702422,33.55953009462205,0.6933223970732172,,,,,,,,,,,,,
Facundo Axel Medina,Left Center Back,Ligue 1,,,219,69.3,1,0.8704053684990748,,Defender,,,,0.719966359161777,2.872413117458307,,,,,,,,,,,
Ivica Dragutinovic,Left Center Back,La Liga,,,360,64.7,2,0.8042026647032178,,Defender,,,,0.5677298674133304,5.948205839228823,,,,,,,,,,,
Ladislav Krejčí,Left Center Back,UEFA Euro,,,251,64.1,3,0.7732083783884282,,Defender,,,,0.6767201133113397,4.51533529109257,,,,,,,,,,,
Tomáš Ujfaluši,Left Center Back,La Liga,,,277,63.5,4,0.7896388275533968,,Defender,,,,0.5650560706218866,5.974278843641178,,,,,,,,,,,
Hedwiges Maduro,Left Center Back,La Liga,,,297,62.7,5,0.8245625285385233,,Defender,,,,0.5393207765042396,5.224300115323099,,,,,,,,,,,
Wim Rijsbergen,Right Center Back,FIFA World Cup,,,467,62.6,6,0.8272361886206565,,Defender,,,,0.5190321599047196,5.4935473979098015,,,,,,,,,,,
José Manuel Flores Moreno,Right Center Back,La Liga,,,215,62.2,7,0.8209971635130564,,Defender,,,,0.4768207765042395,6.348722635094457,,,,,,,,,,,
Bongeka Gamede,Left Center Back,Women's World Cup,,,217,62.1,8,0.6151680621953758,,Defender,,,,0.4431007416988328,12.493156274713506,,,,,,,,,,,
Tomáš Holeš,Right Center Back,UEFA Euro,,,429,61.9,9,0.7314687970805015,,Defender,,,,0.527294825955018,7.689584680481401,,,,,,,,,,,
Gonçalo Bernardo Inácio,Left Center Back,UEFA Euro,,,290,61.3,10,0.8312934539521383,,Defender,,,,0.6767201133113397,1.9641606791953308,,,,,,,,,,,
Rodrigo Hernández Cascante,Right Center Back,FIFA World Cup,,,3143,60.9,11,0.8869761645848212,,Defender,,,,0.5264092090850474,3.151713023435681,,,,,,,,,,,
Joaquín Navarro Jiménez,Left Center Back,La Liga,,,394,60.2,12,0.737602056026029,,Defender,,,,0.5537438534273165,6.436079499691317,,,,,,,,,,,
Reinildo Isnard Mandava,Left Center Back,African Cup of Nations,,,359,59.8,13,0.8556630894187045,,Defender,,,,0.5192308444630099,3.7701053450001374,,,,,,,,,,,
Kevin Toner,Left Center Back,Premier League,,,222,59.7,14,0.7367366961467908,,Defender,,,,0.5050932714809566,7.216979250764338,,,,,,,,,,,
Horst Blankenburg,Left Center Back,Champions League,,,205,59.5,15,0.8395777342521744,,Defender,,,,0.6028722475404504,2.510970210486569,,,,,,,,,,,
Chantelle Swaby,Left Center Back,Women's World Cup,,,331,59.0,16,0.6729876372563302,,Defender,,,,0.5616192602173513,7.603630051983892,,,,,,,,,,,
Jean-Charles Castelletto,Right Center Back,African Cup of Nations,,,731,58.4,17,0.7888564218770323,,Defender,,,,0.5981782128840626,3.583769231232223,,,,,,,,,,,
Serhiy Kryvtsov,Center Back,Major League Soccer,,,505,58.1,18,0.8203428476191729,,Defender,,,,0.5377486730571386,3.786585052190466,,,,,,,,,,,
Mathías Olivera Miramontes,Left Center Back,Copa America,,,777,57.7,19,0.7699750406730804,,Defender,,,,0.474217054700166,6.211885935323791,,,,,,,,,,,
Micah Richards,Right Center Back,Premier League,,,1452,57.3,20,0.8359857382923848,,Defender,,,,0.4534239551057579,4.655740325889051,,,,,,,,,,,
Leander D''Cunha,Right Center Back,Indian Super league,,,454,57.2,21,0.8673006073813255,,Defender,,,,0.4459233692019914,3.923532459359768,,,,,,,,,,,
Martina Lenzini,Right Center Back,UEFA Women's Euro,,,239,56.5,22,0.7359307671096185,,Defender,,,,0.7174886537853183,2.0723118012786834,,,,,,,,,,,
Josip Stanišić,Right Center Back,1. Bundesliga,,,2394,55.9,23,0.893000723182596,,Defender,,,,0.4970871180732322,1.8089139672588948,,,,,,,,,,,
Darren Sidoel,Center Back,Indian Super league,,,466,55.8,24,0.8430959047533864,,Defender,,,,0.416175085449131,4.674132750524616,,,,,,,,,,,
Sherida Spitse,Right Center Back,Women's World Cup,,,2091,55.7,25,0.8310486067715726,,Defender,,,,0.4616192602173514,4.067976604104113,,,,,,,,,,,
Steeve Yago,Left Center Back,Ligue 1,,,1236,54.7,26,0.7991294222231285,,Defender,,,,0.4572935481018691,4.6922473152683,,,,,,,,,,,
Tomás Agustín Avilés Mancilla,Right Center Back,Major League Soccer,,,582,54.7,26,0.7613087567100819,,Defender,,,,0.4922941276025932,5.044793347246777,,,,,,,,,,,
Lucas Deaux,Left Center Back,Ligue 1,,,1146,53.9,28,0.8016576910557452,,Defender,,,,0.4367151276346833,4.737148109927647,,,,,,,,,,,
Calvin Bassey Ughelumba,Left Center Back,African Cup of Nations,,,488,53.9,28,0.7474431012460256,,Defender,,,,0.4737762990084644,5.492786745977351,,,,,,,,,,,
Marc Muniesa Martínez,Left Center Back,Premier League,,,1090,52.8,30,0.8266808669185478,,Defender,,,,0.434505036186839,3.68776196007916,,,,,,,,,,,
Iván Rodrigo Piris Leguizamón,Left Center Back,Serie A,,,1498,52.6,31,0.7889867697104755,,Defender,,,,0.3833250834943842,5.6262282968418,,,,,,,,,,,
Viola Calligaris,Right Center Back,UEFA Women's Euro,,,559,52.1,32,0.7589918515296596,,Defender,,,,0.5230442093408739,3.61870741208998,,,,,,,,,,,
Paddy McNair,Right Center Back,Premier League,,,421,51.9,33,0.7749302445338876,,Defender,,,,0.3345050361868389,6.685212329448724,,,,,,,,,,,
Maëlle Lakrar,Right Center Back,Women's World Cup,,,618,51.8,34,0.832990457931882,,Defender,,,,0.3690266676247588,4.419692000184402,,,,,,,,,,,
Omar Federico Alderete Fernández,Left Center Back,Copa America,,,249,51.8,34,0.8165538321422747,,Defender,,,,0.4625891477234218,3.087418955435124,,,,,,,,,,,
Kaan Ayhan,Right Center Back,UEFA Euro,,,652,51.7,36,0.8193578224695269,,Defender,,,,0.4100534466446731,3.997162583151328,,,,,,,,,,,
José Ignacio Fernández Iglesias,Left Center Back,La Liga,,,1849,51.4,37,0.902768665438602,,Defender,,,,0.3388897420214809,2.973925447425446,,,,,,,,,,,
Jonás Ramalho Chimeno,Right Center Back,La Liga,,,203,51.2,38,0.8102924355915577,,Defender,,,,0.4768207765042395,2.792759752748254,,,,,,,,,,,
Damaris Berta Egurrola Wienke,Left Center Back,FA Women's Super League,,,882,51.1,39,0.8276264348887763,,Defender,,,,0.2954906291797301,5.736610413720412,,,,,,,,,,,
José Manuel Sagredo Chávez,Left Center Back,Copa America,,,229,50.9,40,0.8189674500284536,,Defender,,,,0.2702814554157295,6.354636296414763,,,,,,,,,,,
Antoine Conte,Right Center Back,Ligue 1,,,926,50.8,41,0.7720183753752395,,Defender,,,,0.5229220241864075,2.8078155455380327,,,,,,,,,,,
Arie Haan,Left Center Back,FIFA World Cup,,,831,50.8,41,0.7822028255712468,,Defender,,,,0.4472930294699369,3.978641850814767,,,,,,,,,,,
Kieran Tierney,Left Center Back,UEFA Euro,,,320,50.5,43,0.7188957845074889,,Defender,,,,0.6100534466446731,2.4921779205746413,,,,,,,,,,,
Nordi Mukiele Mulere,Right Center Back,Ligue 1,,,933,50.0,44,0.8727672654931785,,Defender,,,,0.3494306448760627,3.1058624413362086,,,,,,,,,,,
Maximilian Wöber,Left Center Back,UEFA Euro,,,373,49.8,45,0.7301451986005049,,Defender,,,,0.421818152527026,5.487318671244883,,,,,,,,,,,
Joško Gvardiol,Left Center Back,FIFA World Cup,,,1677,49.7,46,0.8450111605622951,,Defender,,,,0.3385973772960238,3.9538855923249847,,,,,,,,,,,
Juan Daniel Forlín,Right Center Back,La Liga,,,309,49.6,47,0.769913572181787,,Defender,,,,0.4383592380427011,4.044214469218036,,,,,,,,,,,
Estelle Cascarino,Left Center Back,Women's World Cup,,,268,49.6,47,0.8566476058331928,,Defender,,,,0.2693115679096591,4.901506230006167,,,,,,,,,,,
Daniel Amartey,Right Center Back,FIFA World Cup,,,402,49.4,49,0.835485605472224,,Defender,,,,0.2815321599047195,5.190991654144687,,,,,,,,,,,
Joshua Kimmich,Right Center Back,1. Bundesliga,,,5291,49.1,50,0.90155745968622,,Defender,,,,0.4104404564078158,0.8445077396947731,,,,,,,,,,,
Kamal Miller,Left Center Back,Major League Soccer,,,1160,48.8,51,0.7947965327353186,,Defender,,,,0.3534052387137043,4.711815506270358,,,,,,,,,,,
